School Name,City,State,Postcode,Type,Sector,Status,ACARA ID,DEEWR ID
Margaret River Primary School,MARGARET RIVER,WA,6285,Primary,Government,Open,48438,12510
Margaret River Senior High School,MARGARET RIVER,WA,6285,Secondary,Government,Open,48140,12509
Margate Primary School,MARGATE,TAS,7054,Primary,Government,Open,40145,8195
Margate Primary School,MARGATE,TAS,7054,Primary,Government,Open,40145,8195
Margate Primary School,MARGATE,TAS,7054,Primary,Government,Open,40145,8195
Margate Primary School,MARGATE,TAS,7054,Primary,Government,Open,40145,8195
Maria Regina Catholic Primary School,AVALON BEACH,NSW,2107,Primary,Non-Government,Open,43231,1424
Marian Catholic College,KENTHURST,NSW,2156,Secondary,Non-Government,Open,43224,6776
Marian Catholic College,GRIFFITH,NSW,2680,Secondary,Non-Government,Open,43629,1334
Marian Catholic School,CURRAJONG,QLD,4812,Primary,Non-Government,Open,47764,8770
Marian College,ARARAT,VIC,3377,Secondary,Non-Government,Open,45700,843
Marian College,SUNSHINE WEST,VIC,3020,Secondary,Non-Government,Open,45963,845
Marian College,MYRTLEFORD,VIC,3737,Secondary,Non-Government,Open,46008,844
Marian State School,MARIAN,QLD,4753,Primary,Government,Open,46758,12968
Maribyrnong Primary School,KALEEN,ACT,2617,Primary,Government,Open,49901,10401
Maribyrnong Secondary College,MARIBYRNONG,VIC,3032,Secondary,Government,Open,45420,6210
Maridahdi Early Childhood Community School,TOOWOOMBA,QLD,4350,Primary,Non-Government,Open,48041,25149
Marion Catholic Primary School,HORSLEY PARK,NSW,2175,Primary,Non-Government,Open,43411,3311
Marion Primary School,MARION,SA,5043,Primary,Government,Open,49556,5833
Marist College,EASTWOOD,NSW,2122,Secondary,Non-Government,Open,43497,1431
Marist College,EMERALD,QLD,4720,Secondary,Non-Government,Open,47647,14750
Marist College Ashgrove,ASHGROVE,QLD,4060,Primary/Secondary,Non-Government,Open,47856,17241
Marist College Canberra,PEARCE,ACT,2607,Primary/Secondary,Non-Government,Open,40333,2067
Marist College Kogarah,BEXLEY,NSW,2207,Secondary,Non-Government,Open,43477,1429
Marist College North Shore,NORTH SYDNEY,NSW,2060,Secondary,Non-Government,Open,43478,1437
Marist College Penshurst,MORTDALE,NSW,2223,Secondary,Non-Government,Open,43480,1433
Marist Regional College,BURNIE,TAS,7320,Secondary,Non-Government,Open,40252,17224
Marist Regional College,BURNIE,TAS,7320,Secondary,Non-Government,Open,40252,17224
Marist Regional College,BURNIE,TAS,7320,Secondary,Non-Government,Open,40252,17224
Marist Regional College,BURNIE,TAS,7320,Secondary,Non-Government,Open,40252,17224
Marist Sisters College,WOOLWICH,NSW,2110,Secondary,Non-Government,Open,43501,1444
Marist-Sion College,WARRAGUL,VIC,3820,Secondary,Non-Government,Open,45875,848
Mark Oliphant College (B-12),MUNNO PARA WEST,SA,5115,Primary/Secondary,Government,Open,49685,28848
Marks Point Public School,MARKS POINT,NSW,2280,Primary,Government,Open,42000,8744
Marlborough Primary School,HEATHMONT,VIC,3135,Primary,Government,Open,44989,8443
Marlborough State School,MARLBOROUGH,QLD,4705,Primary,Government,Open,47191,12891
Marlo Primary School,MARLO,VIC,3888,Primary,Government,Open,44602,12106
Marmion Primary School,MARMION,WA,6020,Primary,Government,Open,48439,6043
Marmor State School,MARMOR,QLD,4702,Primary,Government,Open,47027,12831
Marnebek School Cranbourne,CRANBOURNE EAST,VIC,3977,Special,Government,Open,45243,17173
Marnoo Primary School,MARNOO,VIC,3387,Primary,Government,Open,44309,10608
Marong Primary School,MARONG,VIC,3515,Primary,Government,Open,44083,10929
Maronite College of the Holy Family - Parramatta,HARRIS PARK,NSW,2150,Primary/Secondary,Non-Government,Open,43693,1485
Maroochydore State High School,MAROOCHYDORE,QLD,4558,Secondary,Government,Open,47482,12325
Maroochydore State School,MAROOCHYDORE,QLD,4558,Primary,Government,Open,47234,12323
Maroon State School,MAROON,QLD,4310,Primary,Government,Open,46830,11768
Maroona Primary School,MAROONA,VIC,3377,Primary,Government,Open,44385,9935
Maroondan State School,GIN GIN,QLD,4671,Primary,Government,Open,47081,12799
Maroota Public School,MAROOTA,NSW,2756,Primary,Government,Open,41647,10747
Maroubra Bay Public School,MAROUBRA,NSW,2035,Primary,Government,Open,41034,7561
Maroubra Junction Public School,MAROUBRA,NSW,2035,Primary,Government,Open,41141,7564
Marra Creek Public School,NYNGAN,NSW,2825,Primary,Government,Open,43081,11034
Marrar Public School,MARRAR,NSW,2652,Primary,Government,Open,42599,10501
Marrara Christian School,MARRARA,NT,812,Primary/Secondary,Non-Government,Open,50152,16995
Marree Aboriginal School,MARREE,SA,5733,Primary/Secondary,Government,Open,49226,7513
Marri Grove Primary School,BYFORD,WA,6122,Primary,Government,Open,48722,15236
Marrickville High School,MARRICKVILLE,NSW,2204,Secondary,Government,Open,41181,6394
Marrickville Public School,MARRICKVILLE,NSW,2204,Primary,Government,Open,41079,8583
Marrickville West Public School,MARRICKVILLE,NSW,2204,Primary,Government,Open,41078,8584
Marryatville High School,MARRYATVILLE,SA,5068,Secondary,Government,Open,49489,7012
Marryatville Primary School,KENSINGTON,SA,5068,Primary,Government,Open,49227,7013
Marsden High School,WEST RYDE,NSW,2114,Secondary,Government,Open,41327,7742
Marsden Park Public School,MARSDEN PARK,NSW,2765,Primary,Government,Open,41648,10784
Marsden Road Public School,LIVERPOOL,NSW,2170,Primary,Government,Open,41464,8540
Marsden State High School,WATERFORD WEST,QLD,4133,Secondary,Government,Open,47554,14635
Marsden State School,MARSDEN,QLD,4132,Primary,Government,Open,47297,11541
Marshall Road State School,HOLLAND PARK WEST,QLD,4121,Primary,Government,Open,46858,11285
Martindale Public School,MARTINDALE,NSW,2328,Primary,Government,Open,41927,9311
Martins Creek Public School,MARTINS CREEK,NSW,2420,Primary,Government,Open,41928,9520
Martins Gully Public School,ARMIDALE,NSW,2350,Primary,Government,Open,42454,9378
Marton Public School,ENGADINE,NSW,2233,Primary,Government,Open,41104,6140
Marulan Public School,MARULAN,NSW,2579,Primary,Government,Open,42785,10260
Mary Brooksbank School,ROSEMEADOW,NSW,2560,Primary/Secondary,Government,Open,41546,16213
Mary Help of Christians Primary School Sawtell,TOORMINA,NSW,2452,Primary,Non-Government,Open,43507,2367
Mary Immaculate Catholic Primary School,EAGLE VALE,NSW,2558,Primary,Non-Government,Open,43338,5539
Mary Immaculate Catholic Primary School,BOSSLEY PARK,NSW,2176,Primary,Non-Government,Open,43378,5352
Mary Immaculate Primary School,QUAKERS HILL,NSW,2763,Primary,Non-Government,Open,43191,6734
Mary Immaculate Primary School,ANNERLEY,QLD,4103,Primary,Non-Government,Open,47681,475
Mary Immaculate School,IVANHOE,VIC,3079,Primary,Non-Government,Open,45799,849
Mary MacKillop Catholic College,WAKELEY,NSW,2176,Secondary,Non-Government,Open,43494,1505
Mary MacKillop Catholic Community Primary School,BALLAJURA,WA,6066,Primary,Non-Government,Open,48994,13182
Mary MacKillop Catholic Regional College,LEONGATHA,VIC,3953,Secondary,Non-Government,Open,46081,5522
Mary MacKillop Catholic School,HIGHFIELDS,QLD,4352,Primary,Non-Government,Open,47666,17523
Mary MacKillop College,NUNDAH,QLD,4012,Secondary,Non-Government,Open,47869,17230
Mary MacKillop College,KENSINGTON,SA,5068,Secondary,Non-Government,Open,49713,275
Mary MacKillop Memorial School,PENOLA,SA,5277,Primary,Non-Government,Open,49762,348
Mary MacKillop Primary School,NARRE WARREN NORTH,VIC,3804,Primary,Non-Government,Open,46094,14320
Mary Valley State College,IMBIL,QLD,4570,Primary/Secondary,Government,Open,46721,12370
Maryborough Central State School,MARYBOROUGH,QLD,4650,Primary,Government,Open,46455,12709
Maryborough Special School,MARYBOROUGH,QLD,4650,Primary/Secondary,Government,Open,47592,17449
Maryborough State High School,MARYBOROUGH,QLD,4650,Secondary,Government,Open,47421,6590
Maryborough West State School,MARYBOROUGH,QLD,4650,Primary,Government,Open,46738,12711
Maryland Public School,MARYLAND,NSW,2287,Primary,Government,Open,42067,14690
Marymede Catholic College,SOUTH MORANG,VIC,3752,Primary/Secondary,Non-Government,Open,46117,17551
Marymount College,BURLEIGH WATERS,QLD,4220,Secondary,Non-Government,Open,47889,476
Marymount College,HOVE,SA,5048,Primary/Secondary,Non-Government,Open,49701,276
Marymount Primary School,BURLEIGH WATERS,QLD,4220,Primary,Non-Government,Open,47745,2249
Mary's Mount Primary School,GOOSEBERRY HILL,WA,6076,Primary,Non-Government,Open,48896,104
Marysville Primary School,MARYSVILLE,VIC,3779,Primary,Government,Open,44243,11817
Maryvale State School,MARYVALE,QLD,4370,Primary,Government,Open,47124,11968
Masada College,LINDFIELD,NSW,2070,Primary,Non-Government,Open,40368,1448
Masada College High School,ST IVES,NSW,2075,Secondary,Non-Government,Open,43859,2393
Mascot Public School,MASCOT,NSW,2020,Primary,Government,Open,41035,4920
Mataranka School,ARNOLD,NT,852,Primary/Secondary,Government,Open,50099,16536
Mater Christi Catholic Primary School,YANGEBUP,WA,6164,Primary,Non-Government,Open,48993,13183
Mater Christi College,BELGRAVE,VIC,3160,Secondary,Non-Government,Open,45970,16964
Mater Dei Catholic College,WAGGA WAGGA,NSW,2650,Secondary,Non-Government,Open,43626,17177
Mater Dei Catholic Primary School,BLAKEHURST,NSW,2221,Primary,Non-Government,Open,43373,1449
Mater Dei Catholic Primary School,ASHGROVE WEST,QLD,4060,Primary,Non-Government,Open,47682,477
Mater Dei College,EDGEWATER,WA,6027,Primary/Secondary,Non-Government,Open,49000,13609
Mater Dei Primary School,WAGGA WAGGA,NSW,2650,Primary,Non-Government,Open,43621,13179
Mater Dei Primary School,TOOWOOMBA,QLD,4350,Primary,Non-Government,Open,47767,478
Mater Dei Special School,CAMDEN,NSW,2570,Primary/Secondary,Non-Government,Open,43696,3024
Mater Hospital Special School,SOUTH BRISBANE,QLD,4101,Primary/Secondary,Government,Open,40771,25424
Mater Maria Catholic College,WARRIEWOOD,NSW,2102,Secondary,Non-Government,Open,43268,1450
Mathoura Public School,MATHOURA,NSW,2710,Primary,Government,Open,42600,10628
Matong Public School,MATONG,NSW,2652,Primary,Government,Open,42601,10502
Matraville Public School,MATRAVILLE,NSW,2036,Primary,Government,Open,41036,7569
Matraville Soldiers Settlement Public School,MATRAVILLE,NSW,2036,Primary,Government,Open,41087,7570
Matraville Sports High School,CHIFLEY,NSW,2036,Secondary,Government,Open,41163,6423
Matthew Flinders Anglican College,BUDERIM,QLD,4556,Primary/Secondary,Non-Government,Open,48005,15329
Matthew Flinders Girls Secondary College,GEELONG,VIC,3220,Secondary,Government,Open,45422,6200
Matthew Gibney Catholic Primary School,HIGH WYCOMBE,WA,6057,Primary,Non-Government,Open,48997,13610
Matthew Hogan School,CANYONLEIGH,NSW,2577,Primary/Secondary,Non-Government,Open,40669,16514
Matthew Pearce Public School,BAULKHAM HILLS,NSW,2153,Primary,Government,Open,41759,5505
Mawarra Public School,CAMDEN,NSW,2570,Primary,Government,Open,41487,10225
Mawson Lakes School,MAWSON LAKES,SA,5095,Primary,Government,Open,49554,17445
Mawson Primary School,MAWSON,ACT,2607,Primary,Government,Open,49923,10359
Mayfield East Public School,MAYFIELD EAST,NSW,2304,Primary,Government,Open,41929,9144
Mayfield Primary School,MAYFIELD,TAS,7248,Primary,Government,Open,40095,6838
Mayfield Primary School,MAYFIELD,TAS,7248,Primary,Government,Open,40095,6838
Mayfield Primary School,MAYFIELD,TAS,7248,Primary,Government,Open,40095,6838
Mayfield Primary School,MAYFIELD,TAS,7248,Primary,Government,Open,40095,6838
Mayfield State School,CARINA,QLD,4152,Primary,Government,Open,47016,11332
Mayfield West Public School,MAYFIELD,NSW,2304,Primary,Government,Open,41930,9145
Maylands Peninsula Primary School,MAYLANDS,WA,6051,Primary,Government,Open,48771,9012
Mayrung Public School,DENILIQUIN,NSW,2710,Primary,Government,Open,42602,10629
Mazenod College,MULGRAVE,VIC,3170,Secondary,Non-Government,Open,45996,16398
Mazenod College,LESMURDIE,WA,6076,Primary/Secondary,Non-Government,Open,48912,105
MBunghara School,AHERRENGE,NT,872,Primary/Secondary,Government,Open,50100,16562
McAuley Catholic Central School,TUMUT,NSW,2720,Primary/Secondary,Non-Government,Open,43147,13839
McAuley Catholic College,CLARENZA,NSW,2460,Secondary,Non-Government,Open,43544,13653
McAuley Catholic Primary School,ROSE BAY,NSW,2029,Primary,Non-Government,Open,43453,1417
McCallums Hill Public School,ROSELANDS,NSW,2196,Primary,Government,Open,41072,8568
McCarthy Catholic College,EMU PLAINS,NSW,2750,Secondary,Non-Government,Open,43220,5540
McCarthy Catholic College,TAMWORTH,NSW,2340,Secondary,Non-Government,Open,43652,17022
McClelland College,FRANKSTON,VIC,3199,Secondary,Government,Open,45571,16061
McDonald Park School,MOUNT GAMBIER,SA,5290,Primary,Government,Open,50214,7307
McDonnell Creek State School,FISHERY FALLS,QLD,4871,Primary,Government,Open,47130,13133
McDowall State School,MCDOWALL,QLD,4053,Primary,Government,Open,46669,11180
McGuire College,SHEPPARTON,VIC,3630,Secondary,Government,Open,45343,14791
McIlwraith State School,MCILWRAITH,QLD,4671,Primary,Government,Open,47127,12800
Mckinnon Primary School,ORMOND,VIC,3204,Primary,Government,Open,44747,18120
Mckinnon Secondary College,MCKINNON,VIC,3204,Secondary,Government,Open,45436,9452
McLaren Flat Primary School,MCLAREN FLAT,SA,5171,Primary,Government,Open,49228,7223
McLaren Vale Primary School,MCLAREN VALE,SA,5171,Primary,Government,Open,49229,7224
Meadow Flat Public School,MEADOW FLAT,NSW,2795,Primary,Government,Open,43008,10982
Meadow Heights Primary School,MEADOW HEIGHTS,VIC,3048,Primary,Government,Open,45096,14867
Meadow Springs Education Support Centre,MEADOW SPRINGS,WA,6210,Primary,Government,Open,48834,15248
Meadow Springs Primary School,MEADOW SPRINGS,WA,6210,Primary,Government,Open,50443,28903
Meadowbank Public School,RYDE,NSW,2112,Primary,Government,Open,41257,7732
Meadowglen Primary School,EPPING,VIC,3076,Primary,Government,Open,45140,14869
Meadows Primary School,MEADOWS,SA,5201,Primary,Government,Open,49230,7228
Meandarra State School,MEANDARRA,QLD,4422,Primary,Government,Open,47150,12192
Meander Primary School,MEANDER,TAS,7304,Primary,Government,Open,40178,8296
Meander Primary School,MEANDER,TAS,7304,Primary,Government,Open,40178,8296
Meander Primary School,MEANDER,TAS,7304,Primary,Government,Open,40178,8296
Meander Primary School,MEANDER,TAS,7304,Primary,Government,Open,40178,8296
Meckering Primary School,MECKERING,WA,6405,Primary,Government,Open,48440,12578
Medina Primary School,MEDINA,WA,6167,Primary,Government,Open,48441,12407
Medlow Public School,MEDLOW,NSW,2447,Primary,Government,Open,42255,9651
Medowie Christian School,MEDOWIE,NSW,2318,Primary/Secondary,Non-Government,Open,43898,16455
Medowie Public School,MEDOWIE,NSW,2318,Primary,Government,Open,41931,5543
Meekatharra District High School,MEEKATHARRA,WA,6642,Primary/Secondary,Government,Open,48184,6689
Meekatharra School Of The Air,BLUFF POINT,WA,6530,Primary,Government,Open,48797,12721
Meerlieu Primary School,MEERLIEU,VIC,3862,Primary,Government,Open,44477,12069
Megalong Public School,MEGALONG,NSW,2785,Primary,Government,Open,41650,10875
Mel Maria Catholic Primary School,ATTADALE,WA,6156,Primary,Non-Government,Open,48963,79
Melaleuca Park Primary School,MOUNT GAMBIER,SA,5290,Primary,Government,Open,50219,17842
Melba Copland Secondary School,MELBA,ACT,2615,Secondary,Government,Open,49902,6652
Melba Copland Secondary School,MELBA,ACT,2615,Secondary,Government,Open,50376,6655
Melba Secondary College,CROYDON,VIC,3136,Secondary,Government,Open,45421,29637
Melbourne Girls College,RICHMOND,VIC,3121,Secondary,Government,Open,45557,16063
Melbourne Girls' Grammar School - an Anglican School,SOUTH YARRA,VIC,3141,Primary/Secondary,Non-Government,Open,46157,1281
Melbourne Grammar School,MELBOURNE,VIC,3004,Primary/Secondary,Non-Government,Open,46137,29056
Melbourne Grammar School - Grimwade House,CAULFIELD,VIC,3161,Primary/Secondary,Non-Government,Open,46174,77597
Melbourne Grammar School - Wadhurst Campus,CAULFIELD,VIC,3161,Primary/Secondary,Non-Government,Open,46145,77596
Melbourne High School,SOUTH YARRA,VIC,3141,Secondary,Government,Open,45423,8508
Melbourne Montessori School,CAULFIELD SOUTH,VIC,3162,Primary,Non-Government,Open,46244,29673
Melbourne Montessori School Brighton East Campus,BRIGHTON EAST,VIC,3187,Primary,Non-Government,Open,46352,77628
Melbourne Rudolf Steiner School,WARRANWOOD,VIC,3134,Primary/Secondary,Non-Government,Open,46230,855
Melrose High School,PEARCE,ACT,2607,Secondary,Government,Open,49924,10360
Melrose Park Public School,WEST RYDE,NSW,2114,Primary,Government,Open,41254,6136
Melrose Primary School,WEST WODONGA,VIC,3690,Primary,Government,Open,45043,11612
Melrose Primary School,MELROSE,SA,5483,Primary,Government,Open,49231,7419
Melton Christian College,MELTON SOUTH,VIC,3338,Primary/Secondary,Non-Government,Open,46303,16402
Melton Primary School,MELTON,VIC,3337,Primary,Government,Open,44086,10065
Melton Secondary College,MELTON,VIC,3337,Secondary,Government,Open,45424,10064
Melton South Primary School,MELTON SOUTH,VIC,3338,Primary,Government,Open,44647,10080
Melton Specialist School,MELTON,VIC,3337,Special,Government,Open,45056,6310
Melton West Primary School,MELTON,VIC,3337,Primary,Government,Open,44981,10067
Melville High School,KEMPSEY,NSW,2440,Secondary,Government,Open,42403,9625
Melville Primary School,MELVILLE,WA,6156,Primary,Government,Open,48442,5054
Melville Senior High School,MELVILLE,WA,6156,Secondary,Government,Open,48141,12379
Memorial Oval Primary School,WHYALLA,SA,5600,Primary,Government,Open,49343,7462
Mena Creek State School,MENA CREEK,QLD,4871,Primary,Government,Open,47221,13099
Menai High School,MENAI,NSW,2234,Secondary,Government,Open,41185,6137
